[2025-04-23T06:36:13.396Z] [API_FETCH] Donor ID: 6542689 - Error: read ECONNRESET
[2025-04-23T06:36:13.413Z] [API_FETCH] Donor ID: 6549549 - Error: read ECONNRESET
[2025-04-23T06:36:13.476Z] [API_FETCH] Donor ID: 6549572 - Error: read ECONNRESET
[2025-04-23T06:36:13.727Z] [API_FETCH] Donor ID: 6540761 - Error: read ECONNRESET
[2025-04-23T06:36:13.729Z] [API_FETCH] Donor ID: 6826318 - Error: read ECONNRESET
[2025-04-23T06:36:13.845Z] [API_FETCH] Donor ID: 6734623 - Error: read ECONNRESET
[2025-04-23T06:36:15.661Z] [API_FETCH] Donor ID: 6546969 - Error: read ECONNRESET
[2025-04-23T06:36:15.677Z] [API_FETCH] Donor ID: 7066030 - Error: read ECONNRESET
[2025-04-23T06:36:15.686Z] [API_FETCH] Donor ID: 6549826 - Error: read ECONNRESET
[2025-04-23T06:36:15.693Z] [API_FETCH] Donor ID: 6547160 - Error: read ECONNRESET
[2025-04-23T06:36:15.699Z] [API_FETCH] Donor ID: 7201389 - Error: read ECONNRESET
[2025-04-23T06:36:15.703Z] [API_FETCH] Donor ID: 6124396 - Error: read ECONNRESET
[2025-04-23T06:36:16.065Z] [API_FETCH] Donor ID: 7046648 - Error: read ECONNRESET
[2025-04-23T06:36:17.058Z] [API_FETCH] Donor ID: 6547404 - Error: read ECONNRESET
[2025-04-23T06:36:17.100Z] [API_FETCH] Donor ID: 6547986 - Error: read ECONNRESET
[2025-04-23T06:36:17.281Z] [API_FETCH] Donor ID: 6517226 - Error: read ECONNRESET
[2025-04-23T06:36:17.303Z] [API_FETCH] Donor ID: 6545778 - Error: read ECONNRESET
[2025-04-23T06:36:17.699Z] [API_FETCH] Donor ID: 6127163 - Error: read ECONNRESET
[2025-04-23T06:36:17.988Z] [API_FETCH] Donor ID: 6115634 - Error: read ECONNRESET
[2025-04-23T06:36:18.065Z] [API_FETCH] Donor ID: 6666733 - Error: read ECONNRESET
[2025-04-23T06:36:19.168Z] [API_FETCH] Donor ID: 6549722 - Error: read ECONNRESET
[2025-04-23T06:36:19.250Z] [API_FETCH] Donor ID: 6995807 - Error: read ECONNRESET
[2025-04-23T06:36:19.259Z] [API_FETCH] Donor ID: 6632065 - Error: read ECONNRESET
[2025-04-23T06:36:19.310Z] [API_FETCH] Donor ID: 6117863 - Error: read ECONNRESET
[2025-04-23T06:36:19.317Z] [API_FETCH] Donor ID: 6307688 - Error: read ECONNRESET
[2025-04-23T06:36:21.230Z] [API_FETCH] Donor ID: 6930481 - Error: read ECONNRESET
[2025-04-23T06:36:21.339Z] [API_FETCH] Donor ID: 6553873 - Error: read ECONNRESET
[2025-04-23T06:36:22.109Z] [API_FETCH] Donor ID: 7157023 - Error: read ECONNRESET
[2025-04-23T06:36:22.214Z] [API_FETCH] Donor ID: 6545753 - Error: read ECONNRESET
[2025-04-23T06:36:22.271Z] [API_FETCH] Donor ID: 6542542 - Error: read ECONNRESET
[2025-04-23T06:36:22.986Z] [API_FETCH] Donor ID: 6549429 - Error: read ECONNRESET
[2025-04-23T06:36:23.048Z] [API_FETCH] Donor ID: 6241370 - Error: read ECONNRESET
[2025-04-23T06:36:25.507Z] [API_FETCH] Donor ID: 6546568 - Error: read ECONNRESET
[2025-04-23T06:36:25.773Z] [API_FETCH] Donor ID: 6657579 - Error: socket hang up
[2025-04-23T06:36:26.449Z] [API_FETCH] Donor ID: 6547506 - Error: read ECONNRESET
[2025-04-23T06:36:26.452Z] [API_FETCH] Donor ID: 6292991 - Error: read ECONNRESET
[2025-04-23T06:36:28.945Z] [API_FETCH] Donor ID: 6249599 - Error: socket hang up
[2025-04-23T06:36:29.867Z] [API_FETCH] Donor ID: 6539573 - Error: read ECONNRESET
[2025-04-23T06:36:30.102Z] [API_FETCH] Donor ID: 6546379 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:30.103Z] [API_FETCH] Donor ID: 6125099 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.829Z] [API_FETCH] Donor ID: 6545785 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.831Z] [API_FETCH] Donor ID: 6541329 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.832Z] [API_FETCH] Donor ID: 6546723 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.833Z] [API_FETCH] Donor ID: 6162173 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.833Z] [API_FETCH] Donor ID: 6540765 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.835Z] [API_FETCH] Donor ID: 6546599 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.835Z] [API_FETCH] Donor ID: 6542494 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.836Z] [API_FETCH] Donor ID: 6549466 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.834Z] [API_FETCH] Donor ID: 6525154 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.836Z] [API_FETCH] Donor ID: 6539338 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.837Z] [API_FETCH] Donor ID: 6543377 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.837Z] [API_FETCH] Donor ID: 6540246 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.838Z] [API_FETCH] Donor ID: 6539882 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.859Z] [API_FETCH] Donor ID: 6546662 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.863Z] [API_FETCH] Donor ID: 6540347 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.866Z] [API_FETCH] Donor ID: 6113903 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.867Z] [API_FETCH] Donor ID: 6540407 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.867Z] [API_FETCH] Donor ID: 6542984 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.865Z] [API_FETCH] Donor ID: 6546460 - Error: connect ETIMEDOUT 172.67.212.4:443
[2025-04-23T06:36:31.864Z] [API_FETCH] Donor ID: 6541169 - Error: connect ETIMEDOUT 172.67.212.4:443
